InductedToHallOfFame,OnHallOfFameBallot,FullPlayerName,PrimaryPositionPlayer,YearsPlayed,AB,R,H,Doubles,Triples,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,TB,TotalPlayerAwards,LastYearPlayed,ID
FALSE,FALSE,Tony Ghelfi,0,1,4,0,1,0,0,0,0,0,0.250,0.250,0,1,0,1983,ghelfto01
FALSE,FALSE,Steve Mingori,0,10,12,0,2,0,0,0,0,0,0.167,0.167,0,2,0,1979,mingost01
FALSE,FALSE,Lloyd Moseby,1,12,5815,869,1494,273,66,169,737,280,0.257,0.414,1,2406,7,1991,mosebll01
FALSE,FALSE,Elias Sosa,0,12,92,2,12,1,0,0,6,0,0.130,0.141,0,13,0,1983,sosael01
FALSE,FALSE,Bill Sullivan,1,1,6,1,1,0,0,0,0,0,0.167,0.167,0,1,0,1878,sullibi01
FALSE,FALSE,Sean Tracey,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2006,tracese01
FALSE,FALSE,Jason Botts,1,4,282,33,65,15,1,5,28,1,0.230,0.344,0,97,0,2008,bottsja01
FALSE,FALSE,Dick Crutcher,0,2,67,5,11,1,0,0,4,1,0.164,0.179,0,12,0,1915,crutcdi01
FALSE,FALSE,Ona Dodd,1,1,9,0,0,0,0,0,1,0,0.000,0.000,0,0,0,1912,doddon01
TRUE,TRUE,Pedro Martinez,0,18,434,22,43,6,2,0,18,0,0.099,0.122,8,53,12,2009,martipe02
FALSE,FALSE,Byung Ho Park,1,1,215,28,41,9,1,12,24,1,0.191,0.409,0,88,0,2016,parkby01
FALSE,FALSE,Jim Shaw,0,9,528,31,86,15,5,4,22,0,0.163,0.233,0,123,0,1921,shawji01
FALSE,FALSE,Ken Waldichuk,0,2,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2023,waldike01
FALSE,FALSE,Hooks Warner,1,4,219,16,50,2,1,2,19,7,0.228,0.274,0,60,0,1921,warneho01
FALSE,FALSE,Frank Biscan,0,3,35,4,5,2,0,0,2,0,0.143,0.200,0,7,0,1948,biscafr01
FALSE,FALSE,Ed Lennox,1,6,1383,138,379,70,25,18,185,38,0.274,0.400,0,553,0,1915,lennoed01
FALSE,FALSE,Luis Ortiz,1,4,145,14,33,7,3,2,26,0,0.228,0.359,0,52,0,1996,ortizlu01
FALSE,FALSE,Yangervis Solarte,1,6,2407,282,620,124,6,75,307,6,0.258,0.408,0,981,0,2019,solarya01
FALSE,FALSE,Gregory Soto,0,6,2,0,2,0,0,0,0,0,1.000,1.000,2,2,0,2024,sotogr01
FALSE,FALSE,Frank Fennelly,1,7,3042,609,781,102,82,34,408,175,0.257,0.378,0,1149,0,1890,fennefr01
FALSE,FALSE,Ray Grimes,1,6,1537,269,505,101,25,27,263,21,0.329,0.480,0,737,0,1926,grimera01
FALSE,FALSE,Matt Joyce,1,14,3718,537,898,206,15,149,503,35,0.242,0.425,1,1581,1,2021,joycema01
FALSE,FALSE,Bob Logan,0,5,65,3,13,2,1,0,7,0,0.200,0.262,0,17,0,1945,loganbo01
FALSE,FALSE,Kirk McCarty,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2022,mccarki01
FALSE,FALSE,Kyle Barraclough,0,8,2,0,0,0,0,0,0,0,0.000,0.000,0,0,1,2023,barraky01
FALSE,FALSE,Joel Bennett,0,2,4,1,0,0,0,0,0,0,0.000,0.000,0,0,0,1999,bennejo02
FALSE,FALSE,Bill Powell,0,4,26,2,7,1,0,0,0,0,0.269,0.308,0,8,0,1913,powelbi01
FALSE,FALSE,Bubby Rossman,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2022,rossmbu01
FALSE,FALSE,Dave Sax,1,5,60,3,16,4,0,1,8,0,0.267,0.383,0,23,0,1987,saxda01
FALSE,FALSE,Bill Stumpf,1,2,158,13,37,1,0,0,11,5,0.234,0.241,0,38,0,1913,stumpbi01
FALSE,TRUE,Jay Buhner,1,15,5013,797,1273,233,19,310,965,6,0.254,0.494,1,2474,2,2001,buhneja01
FALSE,TRUE,Bartolo Colon,0,21,299,11,25,4,0,1,11,0,0.084,0.107,4,32,13,2018,colonba01
FALSE,FALSE,Ferd Eunick,1,1,2,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1917,eunicfr01
FALSE,FALSE,Fred Johnston,1,1,4,1,1,0,0,0,0,0,0.250,0.250,0,1,0,1924,johnsfr02
FALSE,FALSE,Ray McDavid,1,2,45,4,10,1,0,0,2,2,0.222,0.244,0,11,0,1995,mcdavra01
FALSE,FALSE,Lance Rautzhan,0,3,5,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1979,rautzla01
FALSE,FALSE,Dick Bates,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1969,batesdi01
FALSE,FALSE,Nick Blackburn,0,6,12,0,1,0,0,0,0,0,0.083,0.083,0,1,0,2012,blackni01
FALSE,FALSE,Alberto Castillo,0,4,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2011,castial02
FALSE,FALSE,Mike Goliat,1,4,825,87,186,21,10,20,99,3,0.225,0.348,0,287,0,1952,goliami01
FALSE,FALSE,Reggie Jefferson,1,9,2123,285,637,131,11,72,300,2,0.300,0.474,0,1006,1,1999,jeffere01
FALSE,FALSE,Scott Sauerbeck,0,7,7,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2006,sauersc01
FALSE,FALSE,Andy Sullivan,1,1,1,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1904,sullian01
FALSE,FALSE,Jim Bilbrey,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1949,bilbrji01
FALSE,FALSE,Chuck Dobson,0,9,411,30,63,10,0,0,34,0,0.153,0.178,0,73,0,1975,dobsoch01
FALSE,FALSE,Joe Hesketh,0,11,86,2,6,0,0,0,2,0,0.070,0.070,0,6,0,1994,heskejo01
FALSE,FALSE,Kyle Kendrick,0,10,374,23,52,9,1,1,9,0,0.139,0.176,0,66,0,2017,kendrky01
FALSE,FALSE,Joe Mantiply,0,7,0,0,0,0,0,0,0,0,0.000,0.000,1,0,0,2024,mantijo01
FALSE,FALSE,Steve Melter,0,1,15,1,2,1,0,0,1,0,0.133,0.200,0,3,0,1909,meltest01
FALSE,FALSE,Tony Murray,1,1,4,0,1,0,0,0,0,0,0.250,0.250,0,1,0,1923,murrato02
FALSE,TRUE,Billy Pierce,0,18,1102,94,203,13,4,0,69,1,0.184,0.203,7,224,4,1964,piercbi02
FALSE,FALSE,Jae Kuk Ryu,0,3,1,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2008,ryuja01
FALSE,FALSE,Ivan Cruz,1,4,55,5,15,1,0,2,8,0,0.273,0.400,0,22,0,2002,cruziv01
FALSE,FALSE,Marty Hopkins,1,2,379,48,80,12,0,4,48,1,0.211,0.274,0,104,0,1935,hopkima01
FALSE,FALSE,Danny Mota,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2000,motada01
FALSE,FALSE,Sean Bergman,0,8,133,10,15,4,0,3,11,0,0.113,0.211,0,28,0,2000,bergmse01
FALSE,FALSE,Terry Burrows,0,4,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1997,burrote01
FALSE,FALSE,Gene Patton,1,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1944,pattoge01
FALSE,TRUE,Jose Reyes,1,16,7552,1180,2138,387,131,145,719,517,0.283,0.427,4,3222,5,2018,reyesjo01
FALSE,FALSE,Jose Ruiz,0,8,1,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2024,ruizjo01
FALSE,FALSE,Blake Stein,0,5,9,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2002,steinbl01
FALSE,FALSE,Sean Burnett,0,9,29,2,2,1,0,0,0,0,0.069,0.103,0,3,0,2016,burnese01
FALSE,FALSE,Ralph Caldwell,0,2,33,3,8,0,0,0,3,0,0.242,0.242,0,8,0,1905,caldwra01
FALSE,FALSE,Eddie Delker,1,4,187,19,29,9,3,1,15,0,0.155,0.251,0,47,0,1933,delkeed01
FALSE,FALSE,Jhonny Nunez,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2009,nunezjh01
FALSE,FALSE,Bill Sullivan,0,1,22,2,2,0,0,0,1,0,0.091,0.091,0,2,0,1890,sullibi02
FALSE,TRUE,Bill Campbell,0,15,26,2,4,0,0,0,2,0,0.154,0.154,1,4,5,1987,campbbi02
FALSE,FALSE,Dicky Gonzalez,0,2,20,1,2,0,0,0,0,0,0.100,0.100,0,2,0,2004,gonzadi01
FALSE,FALSE,Houston Jimenez,1,4,411,34,76,16,2,0,29,0,0.185,0.234,0,96,0,1988,jimenho01
FALSE,FALSE,Dave Patterson,0,1,7,0,1,0,0,0,0,0,0.143,0.143,0,1,0,1979,patteda03
FALSE,FALSE,Johan Quezada,0,2,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2023,quezajo01
FALSE,FALSE,Johnny Grabowski,1,7,816,84,206,25,8,3,86,1,0.252,0.314,0,256,0,1931,grabojo01
FALSE,FALSE,Hal Smith,0,4,67,3,7,1,0,0,0,0,0.104,0.119,0,8,0,1935,smithha07
FALSE,FALSE,Francisco Barrios,0,7,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1981,barrifr01
FALSE,FALSE,Sam Calderone,1,3,141,16,41,5,0,1,25,0,0.291,0.348,0,49,0,1954,caldesa01
FALSE,FALSE,Ray Francis,0,3,107,7,17,2,0,0,4,0,0.159,0.178,0,19,0,1925,francra01
FALSE,FALSE,Bill Hawke,0,3,233,22,49,7,1,2,27,1,0.210,0.275,0,64,0,1894,hawkebi01
FALSE,FALSE,Hardy Richardson,1,14,5657,1127,1694,305,126,73,828,207,0.299,0.437,0,2470,0,1892,richaha01
FALSE,FALSE,Skip Schumaker,1,11,3252,416,905,169,13,28,284,26,0.278,0.364,0,1184,0,2015,schumsk01
FALSE,FALSE,Harry Smith,0,1,1,0,0,0,0,0,1,0,0.000,0.000,0,0,0,1912,smithha05
FALSE,FALSE,Cooney Snyder,1,1,61,4,10,0,0,0,6,0,0.164,0.164,0,10,0,1898,snydeco01
FALSE,FALSE,Yonder Alonso,1,10,3362,391,872,181,2,100,426,22,0.259,0.404,2,1357,2,2019,alonsyo01
FALSE,FALSE,Steve Baker,0,4,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1983,bakerst01
FALSE,FALSE,Terry Harmon,1,10,1125,164,262,31,12,4,72,17,0.233,0.292,0,329,0,1977,harmote01
FALSE,FALSE,Jack Himes,1,2,196,13,48,5,2,0,14,4,0.245,0.291,0,57,0,1906,himesja01
FALSE,FALSE,Larry Jackson,0,14,1089,77,170,22,6,2,48,2,0.156,0.193,4,210,0,1968,jacksla01
FALSE,FALSE,Earl Smith,1,7,1580,176,429,72,32,9,187,36,0.272,0.375,0,592,0,1922,smithea01
FALSE,FALSE,Michael Toglia,1,3,651,90,134,27,5,31,76,12,0.206,0.406,0,264,0,2024,toglimi01
FALSE,TRUE,Lloyd Waner,1,18,7772,1201,2459,281,118,27,598,67,0.316,0.393,1,3057,4,1945,wanerll01
FALSE,FALSE,Shawn Estes,0,13,498,50,79,15,2,4,28,1,0.159,0.221,1,110,0,2008,estessh01
FALSE,FALSE,Steve Lembo,1,2,11,0,2,0,0,0,1,0,0.182,0.182,0,2,0,1952,lembost01
FALSE,FALSE,Casper Wells,1,4,688,92,158,31,4,25,81,6,0.230,0.395,0,272,0,2013,wellsca01
FALSE,FALSE,Chris Woodward,1,12,1706,211,408,87,14,33,191,9,0.239,0.365,0,622,0,2011,woodwch01
FALSE,FALSE,Joe Beckwith,0,7,19,3,1,0,0,0,0,0,0.053,0.053,0,1,0,1986,beckwjo01
FALSE,FALSE,Johnny Estrada,1,8,2079,198,576,129,0,42,285,0,0.277,0.400,1,831,2,2008,estrajo01
FALSE,FALSE,Bailey Horn,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2024,hornba01
FALSE,FALSE,Matt Kemp,1,15,6365,950,1808,338,37,287,1031,184,0.284,0.484,3,3081,17,2020,kempma01
FALSE,FALSE,Ramon Monzant,0,6,89,9,14,0,0,0,2,0,0.157,0.157,0,14,0,1960,monzara01
FALSE,FALSE,Brent Morel,1,6,662,72,150,26,1,13,59,12,0.227,0.328,0,217,0,2015,morelbr01
FALSE,FALSE,Paul Moskau,0,7,196,19,30,7,0,2,17,0,0.153,0.219,0,43,0,1983,moskapa01
FALSE,FALSE,Elmer Brown,0,5,60,3,8,1,1,0,4,0,0.133,0.183,0,11,0,1915,brownel01
FALSE,FALSE,Kevin Brown,1,7,189,30,48,12,2,7,31,0,0.254,0.450,0,85,0,2002,brownke04
FALSE,FALSE,Jason Bulger,0,7,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2011,bulgeja01
FALSE,FALSE,Clarence Huber,1,4,854,95,225,47,13,6,93,12,0.263,0.370,0,316,0,1926,hubercl01
FALSE,FALSE,Levi Meyerle,1,8,1443,306,513,86,31,10,278,19,0.356,0.479,0,691,0,1884,meyerle01
FALSE,FALSE,Luther Bonin,1,2,77,6,14,4,1,0,4,3,0.182,0.260,0,20,0,1914,boninlu01
FALSE,FALSE,Fred Haney,1,7,1977,338,544,66,21,8,228,51,0.275,0.342,0,676,0,1929,haneyfr01
FALSE,FALSE,Mason Black,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2024,blackma01
FALSE,FALSE,Medric Boucher,1,1,17,2,5,1,1,0,2,0,0.294,0.471,0,8,0,1914,bouchme01
FALSE,FALSE,Ryan Brasier,0,8,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2024,brasiry01
FALSE,FALSE,King Brockett,0,3,121,16,33,2,0,0,10,2,0.273,0.289,0,35,0,1911,brockle01
FALSE,FALSE,Gary Christenson,0,2,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1980,chrisga01
FALSE,FALSE,Darron Cox,1,1,25,2,6,1,0,1,2,0,0.240,0.400,0,10,0,1999,coxda02
FALSE,FALSE,Eric Hetzel,0,2,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1990,hetzeer01
FALSE,FALSE,Royce Ring,0,5,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2010,ringro01
FALSE,FALSE,Fred Breining,0,5,108,5,16,1,0,0,4,0,0.148,0.157,0,17,0,1984,breinfr01
TRUE,TRUE,Steve Carlton,0,24,1719,123,346,49,6,13,140,2,0.201,0.259,10,446,21,1988,carltst01
FALSE,TRUE,Steve Garvey,1,19,8835,1143,2599,440,43,272,1308,83,0.294,0.446,10,3941,20,1987,garvest01
FALSE,FALSE,Mike Johnston,0,2,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2005,johnsmi03
FALSE,FALSE,Gavin Sheets,1,4,1299,116,299,61,1,46,175,3,0.230,0.385,0,500,0,2024,sheetga01
FALSE,FALSE,Andy Sonnanstine,0,5,24,6,7,1,0,0,2,0,0.292,0.333,0,8,0,2011,sonnaan01
FALSE,FALSE,Walter Bernhardt,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1918,bernhwa01
FALSE,FALSE,Paddy Siglin,1,3,50,5,9,0,0,0,2,2,0.180,0.180,0,9,0,1916,siglipa01
FALSE,FALSE,Merv Connors,1,2,165,26,46,8,1,8,25,2,0.279,0.485,0,80,0,1938,connome01
FALSE,TRUE,Carl Erskine,0,12,588,51,92,11,0,1,31,0,0.156,0.180,1,106,0,1959,erskica01
FALSE,FALSE,Gus Fisher,1,2,213,21,54,6,3,0,12,6,0.254,0.310,0,66,0,1912,fishegu01
FALSE,FALSE,Joe Hutcheson,1,1,184,19,43,4,1,6,21,1,0.234,0.364,0,67,0,1933,hutchjo01
FALSE,FALSE,Wayne Tyrone,1,1,57,3,13,1,0,1,8,0,0.228,0.298,0,17,0,1976,tyronwa01
FALSE,FALSE,Russ Miller,0,2,30,1,5,0,0,0,0,0,0.167,0.167,0,5,0,1928,milleru01
FALSE,FALSE,John Somerlott,1,2,103,8,21,0,0,0,4,4,0.204,0.204,0,21,0,1911,somerjo01
FALSE,FALSE,Clay Zavada,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2009,zavadcl01
FALSE,FALSE,J C Hartman,1,2,238,13,44,6,0,0,8,2,0.185,0.210,0,50,0,1963,hartmjc01
FALSE,FALSE,Aaron Sanchez,0,8,22,0,0,0,0,0,0,0,0.000,0.000,1,0,0,2022,sanchaa01
FALSE,FALSE,Tom Smith,1,1,13,0,1,0,0,0,1,0,0.077,0.077,0,1,0,1875,smithto01
FALSE,FALSE,Fritz Von Kolnitz,1,3,226,15,48,9,1,0,19,5,0.212,0.261,0,59,0,1916,vonkofr01
FALSE,FALSE,Scott Atchison,0,9,2,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2015,atchisc01
FALSE,FALSE,Jorge De La Rosa,0,15,379,22,48,4,0,0,27,0,0.127,0.137,0,52,0,2018,delarjo01
FALSE,TRUE,Bill Doak,0,16,905,40,115,15,5,1,30,0,0.127,0.158,0,143,0,1929,doakbi01
FALSE,FALSE,Mark Leonard,1,6,321,37,73,18,2,8,41,0,0.227,0.371,0,119,0,1995,leonama01
FALSE,FALSE,Willard Marshall,1,11,4233,583,1160,163,39,130,604,14,0.274,0.423,3,1791,1,1955,marshwi01
FALSE,FALSE,Bill Schwartz,1,1,86,5,13,2,0,0,0,4,0.151,0.174,0,15,0,1904,schwabi02
FALSE,FALSE,Johnny Stuart,0,4,127,14,29,4,1,0,6,0,0.228,0.276,0,35,0,1925,stuarjo01
FALSE,FALSE,Steve Biras,1,1,2,0,2,0,0,0,2,0,1.000,1.000,0,2,0,1944,birasst01
FALSE,FALSE,Chin-Feng Chen,1,4,22,3,2,0,0,0,2,0,0.091,0.091,0,2,0,2005,chench01
FALSE,FALSE,Howie Nunn,0,3,10,1,2,0,0,0,0,0,0.200,0.200,0,2,0,1962,nunnho01
FALSE,FALSE,Les Scarsella,1,5,898,109,255,34,16,6,109,13,0.284,0.378,0,339,0,1940,scarsle01
FALSE,FALSE,Joe Ward,1,3,465,47,110,18,9,0,47,12,0.237,0.314,0,146,0,1910,wardjo04
FALSE,FALSE,Guerdon Whiteley,1,2,169,18,30,2,2,1,7,0,0.178,0.231,0,39,0,1885,whitegu01
FALSE,TRUE,Bobby Grich,1,17,6890,1033,1833,320,47,224,864,104,0.266,0.424,6,2919,9,1986,grichbo01
FALSE,FALSE,Don LeJohn,1,1,78,2,20,2,0,0,7,0,0.256,0.282,0,22,0,1965,lejohdo01
FALSE,FALSE,Walter Alston,1,1,1,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1936,alstowa01
FALSE,FALSE,Walter Clarkson,0,5,132,9,20,2,4,0,12,0,0.152,0.227,0,30,0,1908,clarkwa01
FALSE,FALSE,Steve Luebber,0,5,19,0,1,0,0,0,0,0,0.053,0.053,0,1,0,1981,luebbst01
FALSE,FALSE,Manuel Margot,1,9,2927,352,742,150,26,56,314,96,0.254,0.380,0,1112,2,2024,margoma01
FALSE,FALSE,Rube Novotney,1,1,67,4,18,2,1,0,6,0,0.269,0.328,0,22,0,1949,novotru01
FALSE,FALSE,Deke White,0,1,8,0,1,0,0,0,1,0,0.125,0.125,0,1,0,1895,whitede02
FALSE,FALSE,Stan Belinda,0,12,25,1,4,1,0,0,3,0,0.160,0.200,0,5,0,2000,belinst01
FALSE,FALSE,John Cuff,1,1,11,1,1,1,0,0,0,0,0.091,0.182,0,2,0,1884,cuffjo01
FALSE,FALSE,Charlie Hastings,0,4,162,23,35,1,3,1,14,1,0.216,0.278,0,45,0,1898,hastich01
FALSE,FALSE,Rich Wortham,0,4,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1983,worthri01
FALSE,FALSE,Eddie Burke,1,8,3516,747,983,142,57,30,413,293,0.280,0.378,0,1329,0,1897,burkeed01
FALSE,FALSE,Soup Campbell,1,2,390,44,96,11,4,3,37,1,0.246,0.318,0,124,0,1941,campbso01
FALSE,FALSE,Jim Cockman,1,1,38,5,4,0,0,0,2,2,0.105,0.105,0,4,0,1905,cockmji01
FALSE,FALSE,Joe Pactwa,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1975,pactwjo01
FALSE,FALSE,Osleivis Basabe,1,1,87,15,19,5,0,1,12,0,0.218,0.310,0,27,0,2023,basabos01
FALSE,FALSE,Gary Bennett,1,13,1690,141,408,74,3,22,192,6,0.241,0.328,0,554,0,2008,bennega01
FALSE,FALSE,Sam Childs,1,1,4,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1883,childsa01
FALSE,FALSE,George Dockins,0,2,35,4,6,0,0,0,1,0,0.171,0.171,0,6,0,1947,dockige01
FALSE,FALSE,Cesar Jimenez,0,6,1,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2015,jimence01
FALSE,FALSE,Bob Moose,0,10,397,31,56,3,4,1,14,2,0.141,0.176,0,70,0,1976,moosebo01
FALSE,FALSE,Alberto Reyes,0,13,12,2,3,0,0,0,0,0,0.250,0.250,0,3,0,2008,reyesal01
FALSE,FALSE,Wei-Yin Chen,0,8,103,2,7,1,0,0,2,0,0.068,0.078,0,8,0,2019,chenwe02
FALSE,FALSE,Harry Fritz,1,3,423,44,96,13,5,3,39,6,0.227,0.303,0,128,0,1915,fritzha01
FALSE,FALSE,Jack Heidemann,1,8,1093,94,231,27,4,9,75,5,0.211,0.268,0,293,0,1977,heideja01
FALSE,FALSE,Joe Houser,0,1,7,1,1,0,0,0,1,0,0.143,0.143,0,1,0,1914,housejo02
FALSE,FALSE,Scott Hurst,1,1,5,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2021,hurstsc01
FALSE,FALSE,Kris Johnson,0,2,3,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2014,johnskr01
FALSE,FALSE,Scott Karl,0,6,134,11,19,2,1,2,7,0,0.142,0.216,0,29,0,2000,karlsc01
FALSE,FALSE,Evan Marshall,0,8,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2021,marshev01
FALSE,FALSE,Stan Perzanowski,0,5,2,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1978,perzast01
FALSE,TRUE,Bob Porterfield,0,12,516,34,95,15,1,6,43,1,0.184,0.252,1,130,2,1959,portebo01
FALSE,FALSE,Ambrose Puttmann,0,4,63,5,18,3,3,0,4,0,0.286,0.429,0,27,0,1906,puttmam01
FALSE,FALSE,Bob Ross,0,3,12,0,1,1,0,0,2,0,0.083,0.167,0,2,0,1956,rossbo01
FALSE,FALSE,Brad Bergesen,0,4,9,1,2,0,0,0,0,0,0.222,0.222,0,2,0,2012,bergebr02
FALSE,FALSE,Sonny Gray,0,12,99,8,14,0,1,0,3,0,0.141,0.162,3,16,5,2024,grayso01
FALSE,FALSE,Billy Gumbert,0,3,56,10,12,4,1,1,10,3,0.214,0.375,0,21,0,1893,gumbebi01
FALSE,FALSE,Milo Lockwood,1,1,67,9,14,1,0,0,0,0,0.209,0.224,0,15,0,1884,lockwmi01
FALSE,FALSE,Dustin Moseley,0,7,30,0,4,0,0,0,0,0,0.133,0.133,0,4,0,2012,moseldu01
FALSE,FALSE,Evan Scribner,0,7,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2017,scribev01
FALSE,FALSE,Jimmy Yacabonis,0,6,2,0,0,0,0,0,1,0,0.000,0.000,0,0,0,2023,yacabji01
FALSE,FALSE,Eddie Cicotte,0,14,1062,97,198,24,3,0,58,6,0.186,0.215,0,228,2,1920,cicoted01
FALSE,FALSE,Preston Guilmet,0,5,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2021,guilmpr01
FALSE,FALSE,Jose Guzman,0,8,71,1,7,0,0,0,2,0,0.099,0.099,0,7,1,1994,guzmajo01
FALSE,FALSE,Walter Hackett,1,2,540,79,124,22,0,1,9,0,0.230,0.276,0,149,0,1885,hackewa01
FALSE,TRUE,Waite Hoyt,0,21,1287,96,255,26,11,0,100,0,0.198,0.235,0,303,3,1938,hoytwa01
FALSE,FALSE,Punch Knoll,1,1,244,24,52,10,5,0,29,3,0.213,0.295,0,72,0,1905,knollpu01
FALSE,FALSE,Larry Maxie,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1969,maxiela01
FALSE,FALSE,Hideki Okajima,0,6,1,0,0,0,0,0,0,0,0.000,0.000,1,0,2,2013,okajihi01
FALSE,FALSE,Earl Webb,1,7,2161,326,661,155,25,56,333,8,0.306,0.478,0,1034,0,1933,webbea01
FALSE,TRUE,Ray Chapman,1,9,3785,671,1053,162,81,17,364,233,0.278,0.377,0,1428,3,1920,chapmra01
FALSE,FALSE,Rece Hinds,1,1,46,9,12,4,1,5,11,2,0.261,0.717,0,33,1,2024,hindsre01
FALSE,FALSE,Carlton Loewer,0,4,62,4,8,0,0,0,3,0,0.129,0.129,0,8,0,2003,loeweca01
FALSE,FALSE,Bill McCarthy,1,2,11,1,1,0,0,0,0,0,0.091,0.091,0,1,0,1907,mccarbi01
FALSE,FALSE,Henry Oberbeck,1,2,238,27,42,8,0,0,0,0,0.176,0.210,0,50,0,1884,oberbhe01
FALSE,FALSE,Boss Schmidt,1,6,1480,137,360,41,22,3,124,23,0.243,0.307,0,454,0,1911,schmibo01
FALSE,FALSE,Ed Stauffer,0,2,4,1,1,0,0,0,0,0,0.250,0.250,0,1,0,1925,staufed01
FALSE,FALSE,Bill Windle,1,2,2,1,1,1,0,0,0,0,0.500,1.000,0,2,0,1929,windlbi01
FALSE,FALSE,Billy Arnold,1,1,7,2,1,0,0,0,0,1,0.143,0.143,0,1,0,1872,arnolbi01
FALSE,FALSE,George Abrams,0,1,1,0,1,0,0,0,0,0,1.000,1.000,0,1,0,1923,abramge01
FALSE,FALSE,Moose Clabaugh,1,1,14,2,1,1,0,0,1,0,0.071,0.143,0,2,0,1926,clabamo01
FALSE,FALSE,Buzz Dozier,0,2,3,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1949,doziebu01
FALSE,FALSE,Matt Duffy,1,9,2331,272,646,102,9,31,231,41,0.277,0.369,0,859,0,2024,duffyma01
FALSE,FALSE,Dick Egan,1,9,3080,374,767,87,29,4,292,167,0.249,0.300,0,924,0,1916,egandi01
FALSE,FALSE,Trick McSorley,1,4,146,19,34,5,0,0,3,3,0.233,0.267,0,39,0,1886,mcsortr01
FALSE,FALSE,Manny Muniz,0,1,1,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1971,munizma01
FALSE,FALSE,Takahito Nomura,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,2002,nomurta01
FALSE,FALSE,Jay Powell,0,11,12,0,2,0,0,0,1,0,0.167,0.167,0,2,0,2005,powelja04
FALSE,FALSE,Walt Preston,1,1,197,42,55,6,4,1,24,11,0.279,0.365,0,72,0,1895,prestwa01
FALSE,FALSE,Rob Radlosky,0,1,0,0,0,0,0,0,0,0,0.000,0.000,0,0,0,1999,radloro01
FALSE,FALSE,John Ramos,1,1,26,4,8,1,0,0,3,0,0.308,0.346,0,9,0,1991,ramosjo01
FALSE,FALSE,Tomas Telis,1,5,252,25,58,8,3,1,24,0,0.230,0.298,0,75,0,2018,telisto01
FALSE,FALSE,Stan Andrews,1,4,149,11,32,2,1,1,12,2,0.215,0.262,0,39,0,1945,andrest01
FALSE,FALSE,Michael Blazek,0,5,6,1,1,1,0,0,1,0,0.167,0.333,0,2,0,2019,blazemi01
FALSE,FALSE,Buster Brown,0,9,522,38,95,23,7,3,23,0,0.182,0.270,0,141,0,1913,brownbu01
FALSE,FALSE,Pedro Feliz,1,11,4254,487,1065,209,25,140,598,13,0.250,0.410,0,1744,2,2010,felizpe01
